number,word,hira,pos,prop1,sub_prop1,prop2,sub_prop2,prop3,sub_prop3,remark,meaning,cnt-word,cnt-word-hira,tmp
1838,はっきり,はっきり,,副词,,,,,,,清除、明确、清醒、赤裸裸,1,1,"(はっきり,はっきり)"
1839,凳見,はっけん,,名词,,动词,动3,,,他,发现,1,1,"(凳見,はっけん)"
1840,凳達,はったつ,,名词,,动词,动3,,,自,发达,1,1,"(凳達,はったつ)"
1841,凳展,はってん,,名词,,动词,动3,,,自,发展,1,1,"(凳展,はってん)"
1842,凳表,はっぴょう,,名词,,动词,动3,,,他,发表,1,1,"(凳表,はっぴょう)"
1843,凳明,はつめい,,名词,,动词,动3,,,他,发明,1,1,"(凳明,はつめい)"
1844,派手,はで,,名词,,形容词,形2,,,,鲜艳、花哨,1,1,"(派手,はで)"
1845,バドミントン,ばどみんとん,,名词,,,,,,,羽毛球,1,1,"(バドミントン,ばどみんとん)"
1846,鼻,はな,L13-2,名词,,,,,,,鼻子,1,1,"(鼻,はな)"
1847,花,はな,五十音,名词,,,,,,,话,1,1,"(花,はな)"
1848,はなし,はなし,,名词,,,,,,,说话、话题、故事,1,1,"(はなし,はなし)"
1849,話し合う,はなしあう,,动词,动1,,,,,自,谈话、商量,1,1,"(話し合う,はなしあう)"
1850,話す,はなす,,动词,动1,,,,,他,说、讲、告诉,1,1,"(話す,はなす)"
1851,放す,はなす,,动词,动1,,,,,他,放开、置之不理,1,1,"(放す,はなす)"
1852,離す,はなす,,动词,动1,,,,,他,分开、间隔,1,1,"(離す,はなす)"
1853,バナナ,ばなな,Ｌ14,名词,,,,,,,香蕉,1,1,"(バナナ,ばなな)"
1854,花見,はなみ,,名词,,动词,动3,,,自,赏花,1,1,"(花見,はなみ)"
1855,離れる,はなれる,,动词,动2,,,,,自,分离、离开,1,1,"(離れる,はなれる)"
1856,羽,はね,,名词,,,,,,,羽毛球,1,1,"(羽,はね)"
1857,母,はは,Ｌ13-3,名词,,,,,,,母亲,1,1,"(母,はは)"
1858,幅,はば,,名词,,,,,,,宽度、差距、灵活性,1,1,"(幅,はば)"
1859,母親,ははおや,,名词,,,,,,,母亲,1,1,"(母親,ははおや)"
1860,ハム,はむ,,名词,,,,,,,火腿、杂音,1,1,"(ハム,はむ)"
1861,はめる,はめる,,动词,动2,,,,,他,镶、嵌、戴上、欺骗,1,1,"(はめる,はめる)"
1862,場面,ばめん,,名词,,,,,,,场面,1,1,"(場面,ばめん)"
1863,早い,はやい,,形容词,形1,,,,,,早、快、迅速,1,1,"(早い,はやい)"
1864,速い,はやい,,形容词,形1,,,,,,早、快、迅速,1,1,"(速い,はやい)"
1865,林,はやし,,名词,,,,,,,树林,1,1,"(林,はやし)"
1866,流行る,はやる,,动词,动1,,,,,自,流行、兴旺,1,1,"(流行る,はやる)"
1867,腹,はら,,名词,,,,,,,腹部、情绪,1,1,"(腹,はら)"
1868,払う,はらう,,动词,动1,,,,,他,赶去、付钱,1,1,"(払う,はらう)"
1869,ばらばら,ばらばら,,副词,,,,,,,零乱、哗啦哗啦,1,1,"(ばらばら,ばらばら)"
1870,バランス,ばらんす,,名词,,,,,,,平衡,1,1,"(バランス,ばらんす)"
1871,針,はり,,名词,,,,,,,针,1,1,"(針,はり)"
1872,張る,はる,,动词,动1,,,,,自他,拉、贴、覆盖,1,1,"(張る,はる)"
1873,春,はる,,名词,,,,,,,春天,1,1,"(春,はる)"
1874,バレーボール,ばれーぼーる,五十音,名词,,,,,,,排球,1,1,"(バレーボール,ばれーぼーる)"
1875,はれる,はれる,,名词,,,,,,,肿,1,1,"(はれる,はれる)"
1876,晴れる,はれる,,动词,动2,,,,,自,放晴、消除、舒畅,1,1,"(晴れる,はれる)"
1877,半,はん,,缀词(后),,,,,,,半,1,1,"(半,はん)"
1878,晚,ばん,,名词,,,,,,,晚、晚上,1,1,"(晚,ばん)"
1879,番,ばん,,名词,,,,,,,轮班、看守,1,1,"(番,ばん)"
1880,範圍,はんい,,名词,,,,,,,范围,1,1,"(範圍,はんい)"
1881,パン,ぱん,五十音,名词,,,,,,,面包,1,1,"(パン,ぱん)"
1882,ハンカチ,はんかち,,名词,,,,,,,手绢,1,1,"(ハンカチ,はんかち)"
1883,番組,ぼんぐみ,,名词,,,,,,,比赛、节目,1,1,"(番組,ぼんぐみ)"
1884,番号,ぼんごう,,名词,,,,,,,号码,1,1,"(番号,ぼんごう)"
1885,パンダ,ぱんだ,五十音,名词,,,,,,,熊猫,1,1,"(パンダ,ぱんだ)"
1886,反对,はんたい,,名词,,动词,动3,,,自,反对,1,1,"(反对,はんたい)"
1887,判断,はんだん,,名词,,动词,动3,,,他,判断,1,1,"(判断,はんだん)"
1888,ハンドブバッグ,はんどぶばっぐ,,名词,,,,,,,手册、指南,1,1,"(ハンドブバッグ,はんどぶばっぐ)"
1889,ハシドブック,はしどぶっく,,名词,,,,,,,,1,1,"(ハシドブック,はしどぶっく)"
1890,ハンドル,はんどる,,名词,,,,,,,方向盘、手柄,1,1,"(ハンドル,はんどる)"
1891,ハンバーガー,はんばーがー,五十音,名词,,,,,,,汉堡包,1,1,"(ハンバーガー,はんばーがー)"
1892,半分,ばんぶん,,名词,,,,,,,一半、二分之一,1,1,"(半分,ばんぶん)"
1893,万里の长城,ばんりのちょうじょう,,名词,,,,,,,万里长城,1,1,"(万里の长城,ばんりのちょうじょう)"
1894,日,ひ,五十音,名词,,,,,,,日、太阳、日子（时间）,1,1,"(日,ひ)"
1895,火,ひ,,名词,,,,,,,火,1,1,"(火,ひ)"
1896,ピアノ,ぴあの,,名词,,,,,,,钢琴,1,1,"(ピアノ,ぴあの)"
1897,ビール,びーる,Ｌ14,名词,,,,,,,啤酒,1,1,"(ビール,びーる)"
1898,冷える,ひえる,,动词,动2,,,,,自,变冷,1,1,"(冷える,ひえる)"
1899,比較,ひかく,,名词,,动词,动3,,,他,比较,1,1,"(比較,ひかく)"
1900,東,ひがし,,名词,,,,,,,东,1,1,"(東,ひがし)"
1901,光,ひかり,,名词,,,,,,,光,1,1,"(光,ひかり)"
1902,光る,ひかる,,动词,动1,,,,,自,发光,1,1,"(光る,ひかる)"
1903,引き受ける,ひきうける,,动词,动2,,,,,他,接受,1,1,"(引き受ける,ひきうける)"
1904,引き出し,ひきだし,,名词,,,,,,,抽屉,1,1,"(引き出し,ひきだし)"
1905,弾く,ひく,,动词,动1,,,,,他,弹,1,1,"(弾く,ひく)"
1906,引く,ひく,,动词,动1,,,,,他,拉,1,1,"(引く,ひく)"
1907,低い,ひくい,Ｌ13-3,形容词,形1,,,,,,低的,1,1,"(低い,ひくい)"
1908,ひげ,ひげ,,名词,,,,,,,胡子,1,1,"(ひげ,ひげ)"
1909,飛行機,ひこうき,,名词,,,,,,,飞机,1,1,"(飛行機,ひこうき)"
1910,膝,ひざ,,名词,,,,,,,膝盖,1,1,"(膝,ひざ)"
1911,ビザ,びざ,,名词,,,,,,,签证,1,1,"(ビザ,びざ)"
1912,久しぶり,ひさしぶり,,名词,,形容词,形2,,,,好久不见,1,1,"(久しぶり,ひさしぶり)"
1913,ビジネス,びじねす,,名词,,,,,,,商务,1,1,"(ビジネス,びじねす)"
1914,美術,びじゅつ,,名词,,,,,,,美术,1,1,"(美術,びじゅつ)"
1915,非常に,ひじょうに,,副词,,,,,,,非常地,1,1,"(非常に,ひじょうに)"
1916,左,ひだり,,名词,,,,,,,左,1,1,"(左,ひだり)"
1917,びっくり,びっくり,,副词,,动词,动3,,,自,吃惊,1,1,"(びっくり,びっくり)"
1918,引っ越す,ひっこす,,动词,动1,,,,,他,搬家,1,1,"(引っ越す,ひっこす)"
1919,必要,ひつよう,,名词,,形容词,形2,,,,必要,1,1,"(必要,ひつよう)"
1920,ビデオ,びでお,Ｌ14,名词,,,,,,,录像,1,1,"(ビデオ,びでお)"
1921,人,ひと,,名词,,,,,,,人,2,1,"(人,ひと)"
1922,ひどい,ひどい,,形容词,形1,,,,,,过分,1,1,"(ひどい,ひどい)"
1923,等しい,ひとしい,,形容词,形1,,,,,,等于,1,1,"(等しい,ひとしい)"
1924,人々,ひとびと,,名词,,,,,,,人们,1,1,"(人々,ひとびと)"
1925,日にち,ひにち,,名词,,,,,,,天数,1,1,"(日にち,ひにち)"
1926,皮膚,ひふ,,名词,,,,,,,皮肤,1,1,"(皮膚,ひふ)"
1927,暇,ひま,,名词,,形容词,形2,,,,空闲,1,1,"(暇,ひま)"
1928,紐,ひも,,名词,,,,,,,细绳,1,1,"(紐,ひも)"
1929,冷やす,ひやす,,动词,动1,,,,,他,冰镇,1,1,"(冷やす,ひやす)"
1930,表,ひょう,,名词,,,,,,,表,2,1,"(表,ひょう)"
1931,秒,びょう,,名词,,,,,,,秒,1,1,"(秒,びょう)"
1932,費用,ひよう,,名词,,,,,,,费用,1,1,"(費用,ひよう)"
1933,美容院,びよういん,,名词,,,,,,,美容院,1,1,"(美容院,びよういん)"
1934,病院,びょういん,,名词,,,,,,,医院,1,1,"(病院,びょういん)"
1935,病気,びょうき,,名词,,,,,,,病,1,1,"(病気,びょうき)"
1936,表現,ひょうげん,,名词,,动词,动3,,,他,表达,1,1,"(表現,ひょうげん)"
1937,表紙,ひょうし,,名词,,,,,,,封面,1,1,"(表紙,ひょうし)"
1938,標準,ひょうじゅん,,名词,,,,,,,标准,1,1,"(標準,ひょうじゅん)"
1939,表情,ひょうじょう,,名词,,,,,,,表情,1,1,"(表情,ひょうじょう)"
1940,病人,びょうにん,,名词,,,,,,,病人,1,1,"(病人,びょうにん)"
1941,評判,ひょうばん,,名词,,,,,,,评价,1,1,"(評判,ひょうばん)"
1942,表面,ひょうめん,,名词,,,,,,,表面,1,1,"(表面,ひょうめん)"
1943,平仮名,ひらがな,,名词,,,,,,,平假名,1,1,"(平仮名,ひらがな)"
1944,開く,ひらく,,动词,动1,,,,,自他,打开,2,1,"(開く,ひらく)"
1945,昼,ひる,,名词,,,,,,,白天,1,1,"(昼,ひる)"
1946,ビル,びる,,名词,,,,,,,大楼,1,1,"(ビル,びる)"
1947,昼寝,ひるね,,名词,,动词,动3,,,自,午睡,1,1,"(昼寝,ひるね)"
1948,昼間,ひるま,,名词,,,,,,,白天,1,1,"(昼間,ひるま)"
1949,広い,ひろい,,形容词,形1,,,,,,广阔的,1,1,"(広い,ひろい)"
1950,拾う,ひろう,,动词,动1,,,,,他,捡,1,1,"(拾う,ひろう)"
1951,広がる,ひろがる,,动词,动1,,,,,自,拓宽,1,1,"(広がる,ひろがる)"
1952,広げる,ひろげる,,动词,动2,,,,,他,扩大,1,1,"(広げる,ひろげる)"
1953,広場,ひろば,,名词,,,,,,,广场,1,1,"(広場,ひろば)"
1954,瓶,びん,,名词,,,,,,,瓶,1,1,"(瓶,びん)"
1955,貧乏,びんぼう,,名词,,形容词,形2,,,,贫穷,1,1,"(貧乏,びんぼう)"
1956,不・無,ふ・ぶ,,缀词(前),,,,,,,不、没有,1,1,"(不・無,ふ・ぶ)"
1957,ファックス,ふぁっくす,,名词,,,,,,,传真,1,1,"(ファックス,ふぁっくす)"
1958,不安,ふあん,,名词,,形容词,形2,,,,不安,1,1,"(不安,ふあん)"
1959,封筒,ふうとう,,名词,,,,,,,信封,1,1,"(封筒,ふうとう)"
1960,夫婦,ふうふ,,名词,,,,,,,夫妻,1,1,"(夫婦,ふうふ)"
1961,プール,ぷーる,,名词,,,,,,,泳池,1,1,"(プール,ぷーる)"
1962,増える,ふえる,,动词,动2,,,,,自,增加,1,1,"(増える,ふえる)"
1963,深い,ふかい,,形容词,形1,,,,,,深的,1,1,"(深い,ふかい)"
1964,深める,ふかめる,,动词,动2,,,,,他,加深,1,1,"(深める,ふかめる)"
1965,普及,ふきゅう,,名词,,动词,动3,,,自,普及,1,1,"(普及,ふきゅう)"
1966,服,ふく,五十音,名词,,,,,,,衣服,1,1,"(服,ふく)"
1967,吹く,ふく,,动词,动1,,,,,自他,吹,1,1,"(吹く,ふく)"
1968,ふく,ふく,,动词,动1,,,,,他,擦拭,1,1,"(ふく,ふく)"
1969,複雑,ふくざつ,,形容词,形2,,,,,,复杂,1,1,"(複雑,ふくざつ)"
1970,復習,ふくしゅう,,名词,,动词,动3,,,他,复习,1,1,"(復習,ふくしゅう)"
1971,含む,ふくむ,,动词,动1,,,,,自他,含有,1,1,"(含む,ふくむ)"
1972,含める,ふくめる,,动词,动2,,,,,他,包含,1,1,"(含める,ふくめる)"
1973,袋,ふくろ,五十音,名词,,,,,,,袋子,1,1,"(袋,ふくろ)"
1974,無事,ぶじ,,名词,,形容词,形2,,,,顺利,1,1,"(無事,ぶじ)"
1975,不思議,ふしぎ,,名词,,形容词,形2,,,,不可思议,1,1,"(不思議,ふしぎ)"
1976,富士山,ふじさん,,名词,,,,,,,富士山,1,1,"(富士山,ふじさん)"
1977,防ぐ,ふせぐ,,动词,动1,,,,,他,防止,1,1,"(防ぐ,ふせぐ)"
1978,蓋,ふた,,名词,,,,,,,盖子,1,1,"(蓋,ふた)"
1979,豚,ぶた,,名词,,,,,,,猪,1,1,"(豚,ぶた)"
1980,再び,ふたたび,,副词,,,,,,,再,1,1,"(再び,ふたたび)"
1981,普段,ふだん,,名词,,副词,,,,,平时,1,1,"(普段,ふだん)"
1982,普通,ふつう,,名词,,副词,,,,,普通,1,1,"(普通,ふつう)"
1983,物価,ぶっか,,名词,,,,,,,物价,1,1,"(物価,ぶっか)"
1984,物理,ぶつり,,名词,,,,,,,物理,1,1,"(物理,ぶつり)"
1985,太い,ふとい,,形容词,形1,,,,,,粗的,1,1,"(太い,ふとい)"
1986,ぶどう,ぶどう,,名词,,,,,,,葡萄,1,1,"(ぶどう,ぶどう)"
1987,太る,ふとる,,动词,动1,,,,,自,发胖,1,1,"(太る,ふとる)"
1988,ふとん,ふとん,,名词,,,,,,,被子,1,1,"(ふとん,ふとん)"
1989,船,ふね,五十音,名词,,,,,,,船,1,1,"(船,ふね)"
1990,部品,ぶひん,,名词,,,,,,,零件,1,1,"(部品,ぶひん)"
1991,部分,ぶぶん,,名词,,,,,,,部分,1,1,"(部分,ぶぶん)"
1992,不便,ふべん,,形容词,形2,,,,,,不方便的,1,1,"(不便,ふべん)"
1993,踏む,ふむ,,动词,动1,,,,,他,踩踏,1,1,"(踏む,ふむ)"
1994,増やす,ふやす,,动词,动1,,,,,他,增加,1,1,"(増やす,ふやす)"
1995,冬,ふゆ,,名词,,,,,,,冬天,1,1,"(冬,ふゆ)"
1996,プラス,ぷらす,,名词,,,,,,,加,1,1,"(プラス,ぷらす)"
1997,プリント,ぷりんと,,名词,,动词,动3,,,他,印刷品,1,1,"(プリント,ぷりんと)"
1998,振る,ふる,,动词,动1,,,,,他,挥、摇,1,1,"(振る,ふる)"
1999,降る,ふる,,动词,动1,,,,,自,下（雨、雪）,2,1,"(降る,ふる)"
2000,古い,ふるい,,形容词,形1,,,,,,旧的,1,1,"(古い,ふるい)"
2001,震える,ふるえる,,动词,动2,,,,,自,震动,1,1,"(震える,ふるえる)"
2002,故郷,ふるさと,,名词,,,,,,,故乡,2,1,"(故郷,ふるさと)"
2003,ブレーキ,ぶれーき,,名词,,,,,,,刹车,1,1,"(ブレーキ,ぶれーき)"
2004,プレゼント,ぷれぜんと,,名词,,动词,动3,,,他,礼物,1,1,"(プレゼント,ぷれぜんと)"
2005,風呂,ふろ,,名词,,,,,,,浴池,1,1,"(風呂,ふろ)"
2006,分,ぶん,,名词,,,,,,,分,1,1,"(分,ぶん)"
2007,文,ぶん,,名词,,,,,,,句子,1,1,"(文,ぶん)"
2008,文化,ぶんか,五十音,名词,,,,,,,文化,1,1,"(文化,ぶんか)"
2009,文学,ぶんがく,,名词,,,,,,,文学,1,1,"(文学,ぶんがく)"
2010,文科系,ぶんかけい,,名词,,,,,,,文科,1,1,"(文科系,ぶんかけい)"
2011,文章,ぶんしょう,,名词,,,,,,,文章,1,1,"(文章,ぶんしょう)"
2012,文通,ぶんつう,,名词,,动词,动3,,,自,通信,1,1,"(文通,ぶんつう)"
2013,文法,ぶんぽう,,名词,,,,,,,语法,1,1,"(文法,ぶんぽう)"
2014,文房具,ぶんぼうぐ,,名词,,,,,,,文具,1,1,"(文房具,ぶんぼうぐ)"
2015,塀,へい,,名词,,,,,,,围墙,1,1,"(塀,へい)"
2016,平気,へいき,,形容词,形2,,,,,,不介意,1,1,"(平気,へいき)"
2017,平均,へいきん,,名词,,动词,动3,,,自他,平均,1,1,"(平均,へいきん)"
2018,平行,へいこう,,名词,,动词,动3,,,自,平行,1,1,"(平行,へいこう)"
2019,平野,へいや,,名词,,,,,,,平原,1,1,"(平野,へいや)"
2020,平和,へいわ,,名词,,,,,,,和平,1,1,"(平和,へいわ)"
2021,ページ,ぺーじ,,名词,,,,,,,页,1,1,"(ページ,ぺーじ)"
2022,北京,ぺきん,,名词,,,,,,,北京,1,1,"(北京,ぺきん)"
2023,下手,へた,,形容词,形2,,,,,,不擅长的,1,1,"(下手,へた)"
2024,別,べつ,,名词,,形容词,形2,,,,另外,1,1,"(別,べつ)"
2025,ペット,ぺっと,,名词,,,,,,,宠物,1,1,"(ペット,ぺっと)"
2026,ベッド,べっど,五十音,名词,,,,,,,床,1,1,"(ベッド,べっど)"
2027,別に,べつに,,副词,,,,,,,并（不）,1,1,"(別に,べつに)"
2028,部屋,へや,L06,名词,,,,,,,房间,1,1,"(部屋,へや)"
2029,ヘリコプター,へりこぷたー,,名词,,,,,,,直升飞机,1,1,"(ヘリコプター,へりこぷたー)"
2030,経る,へる,,动词,动2,,,,,自,经过,1,1,"(経る,へる)"
2031,減る,へる,,动词,动1,,,,,自,减少,1,1,"(減る,へる)"
2032,ベル,べる,,名词,,,,,,,铃,1,1,"(ベル,べる)"
2033,辺,へん,,名词,,,,,,,一带,1,1,"(辺,へん)"
2034,変,へん,,形容词,形2,,,,,,奇怪,1,1,"(変,へん)"
2035,ペン,ぺん,五十音,名词,,,,,,,笔,1,1,"(ペン,ぺん)"
2036,変化,へんか,,名词,,动词,动3,,,自,变化,1,1,"(変化,へんか)"
2037,勉強,べんきょう,五十音,名词,,动词,动3,,,他,学习,1,1,"(勉強,べんきょう)"
2038,返事,べんじ,,名词,,动词,动3,,,自,回复,1,1,"(返事,べんじ)"
2039,ベンチ,べんち,,名词,,,,,,,长椅,1,1,"(ベンチ,べんち)"
2040,弁当,べんとう,,名词,,,,,,,盒饭,1,1,"(弁当,べんとう)"
2041,便利,べんり,五十音,形容词,形2,,,,,,方便的,1,1,"(便利,べんり)"
2042,方,ほう,,名词,,,,,,,方向、方面,2,1,"(方,ほう)"
2043,棒,ぼう,,名词,,,,,,,棒子,1,1,"(棒,ぼう)"
2044,貿易,ぼうえき,,名词,,动词,动3,,,自,贸易,1,1,"(貿易,ぼうえき)"
2045,放課後,ほうかご,,名词,,,,,,,放学后,1,1,"(放課後,ほうかご)"
2046,方向,ほうこう,,名词,,,,,,,方向,1,1,"(方向,ほうこう)"
2047,報告,ほうこく,,名词,,动词,动3,,,他,汇报,1,1,"(報告,ほうこく)"
2048,帽子,ぼうし,五十音,名词,,,,,,,帽子,1,1,"(帽子,ぼうし)"
2049,放送,ほうそう,,名词,,动词,动3,,,他,播放,1,1,"(放送,ほうそう)"
2050,方法,ほうほう,,名词,,,,,,,方法,1,1,"(方法,ほうほう)"
2051,訪問,ほうもん,,名词,,动词,动3,,,他,拜访,1,1,"(訪問,ほうもん)"
2052,法律,ほうりつ,,名词,,,,,,,法律,1,1,"(法律,ほうりつ)"
2053,ほうる,ほうる,,动词,动1,,,,,他,放任,1,1,"(ほうる,ほうる)"
2054,ボート,ぼーと,,名词,,,,,,,小船,1,1,"(ボート,ぼーと)"
2055,ホーム,ほーむ,,名词,,,,,,,站台,1,1,"(ホーム,ほーむ)"
2056,ホームステイ,ほーむすてい,,名词,,,,,,,住入家庭,1,1,"(ホームステイ,ほーむすてい)"
2057,ボール,ぼーる,,名词,,,,,,,球,1,1,"(ボール,ぼーる)"
2058,ボールペン,ぼーるぺん,,名词,,,,,,,圆珠笔,1,1,"(ボールペン,ぼーるぺん)"
2059,ほお,ほお,,名词,,,,,,,脸颊,1,1,"(ほお,ほお)"
2060,外,ほか,,名词,,,,,,,别的,2,1,"(外,ほか)"
2061,朗らか,ほがらか,,形容词,形2,,,,,,开朗的,1,1,"(朗らか,ほがらか)"
2062,ポケット,ぽけっと,,名词,,,,,,,口袋 、衣袋,1,1,"(ポケット,ぽけっと)"
2063,保護,ほご,,名词,,动词,动3,,,他,保护,1,1,"(保護,ほご)"
2064,誇り,ほこり,,名词,,,,,,,骄傲、荣誉、自豪,1,1,"(誇り,ほこり)"
2065,ほこり,ほこり,,名词,,,,,,,尘埃、尘土,1,1,"(ほこり,ほこり)"
2066,星,ほし,五十音,名词,,,,,,,星星,1,1,"(星,ほし)"
2067,欲しい,ほしい,,形容词,形1,,,,,,要、想要,1,1,"(欲しい,ほしい)"
2068,干す,ほす,,动词,动1,,,,,他,晒、晒干,1,1,"(干す,ほす)"
2069,ポスター,ぽすたー,,名词,,,,,,,招贴、广告画,1,1,"(ポスター,ぽすたー)"
2070,ポスト,ぽすと,五十音,名词,,,,,,,邮筒、邮箱,1,1,"(ポスト,ぽすと)"
2071,細い,ほそい,,形容词,形1,,,,,,细、纤细,1,1,"(細い,ほそい)"
2072,保存,ほぞん,,名词,,动词,动3,,,他,保存,1,1,"(保存,ほぞん)"
2073,ボタン,ぼたん,五十音,名词,,,,,,,纽扣、按键,1,1,"(ボタン,ぼたん)"
2074,ホテル,ほてる,,名词,,,,,,,酒店,1,1,"(ホテル,ほてる)"
2075,歩道,ほどう,,名词,,,,,,,人行道,1,1,"(歩道,ほどう)"
2076,骨,ほね,,名词,,,,,,,骨头,1,1,"(骨,ほね)"
2077,褒める,ほめる,,动词,动2,,,,,他,赞扬、称赞,1,1,"(褒める,ほめる)"
2078,ボランティア,ぼらんてぃあ,,名词,,,,,,,志愿军、社会事业医务工作人员,1,1,"(ボランティア,ぼらんてぃあ)"
2079,掘る,ほる,,动词,动1,,,,,他,挖、挖掘,1,1,"(掘る,ほる)"
2080,本,ほん,五十音,名词,,,,,,,书、书本、书籍,1,1,"(本,ほん)"
2081,本棚,ほんだな,,名词,,,,,,,书架,1,1,"(本棚,ほんだな)"
2082,本当,ほんとう,,名词,,形容词,形2,,,,真、真的,1,1,"(本当,ほんとう)"
2083,翻訳,ほんやく,,名词,,动词,动3,,,他,翻译、笔译,1,1,"(翻訳,ほんやく)"
2084,まあ,まあ,,感叹词,,,,,,,（女性用语）嘿、哎呦,1,1,"(まあ,まあ)"
2085,まあまあ,まあまあ,,副词,,,,,,,好了好了、行了行了,1,1,"(まあまあ,まあまあ)"
2086,毎,まい,,缀词(前),,,,,,,每~,1,1,"(毎,まい)"
2087,毎朝,まいあさ,,名词,,,,,,,每天早上,1,1,"(毎朝,まいあさ)"
2088,マイナス,まいなす,,名词,,,,,,,负数,1,1,"(マイナス,まいなす)"
2089,毎日,まいにち,,名词,,,,,,,每天、每天,1,1,"(毎日,まいにち)"
2090,参る,まいる,,动词,动1,,,,,自,来、去、参拜,1,1,"(参る,まいる)"
2091,前,まえ,Ｌ13,名词,,,,,,,前面,1,1,"(前,まえ)"
2092,曲がる,まがる,,动词,动1,,,,,自,拐弯,1,1,"(曲がる,まがる)"
2093,巻く,まく,,动词,动1,,,,,自,卷、卷上,1,1,"(巻く,まく)"
2094,枕,まくら,,名词,,,,,,,枕头,1,1,"(枕,まくら)"
2095,負ける,まける,,动词,动2,,,,,自,输、减价,1,1,"(負ける,まける)"
2096,曲げる,まげる,,动词,动2,,,,,他,弯曲,1,1,"(曲げる,まげる)"
2097,孫,まご,,名词,,,,,,,孙子,1,1,"(孫,まご)"
2098,誠に,まことに,,副词,,,,,,,实在、实在,1,1,"(誠に,まことに)"
2099,まさか,まさか,,副词,,,,,,,难道、怎会,1,1,"(まさか,まさか)"
2100,真面目,まじめ,,形容词,形2,,,,,,正经、认真,1,1,"(真面目,まじめ)"
2101,混じる,まじる,,动词,动1,,,,,自,混、杂、夹杂,1,1,"(混じる,まじる)"
2102,まず,まず,,副词,,,,,,,首先,1,1,"(まず,まず)"
2103,まずい,まずい,,形容词,形1,,,,,,不好吃,1,1,"(まずい,まずい)"
2104,貧しい,まずしい,,形容词,形1,,,,,,糟糕、贫乏,1,1,"(貧しい,まずしい)"
2105,マスター,ますたー,,名词,,动词,动3,,,他,主人、老板、掌握、精通,1,1,"(マスター,ますたー)"
2106,ますます,ますます,,副词,,,,,,,越来越、越发,1,1,"(ますます,ますます)"
2107,まぜる,まぜる,,动词,动2,,,,,他,混合、混合,1,1,"(まぜる,まぜる)"
2108,また,また,,副词,,,,,,,又、又,1,1,"(また,また)"
2109,または,または,,连词,,,,,,,或者、要么,1,1,"(または,または)"
2110,まだ,まだ,,副词,,,,,,,还、尚,1,1,"(まだ,まだ)"
2111,まだまだ,まだまだ,,副词,,,,,,,还差得远,1,1,"(まだまだ,まだまだ)"
2112,町/街,まち,五十音,名词,,,,,,,城镇/,1,1,"(町/街,まち)"
2113,間違う,まちがう,,动词,动1,,,,,自,弄错、犯过失,1,1,"(間違う,まちがう)"
2114,間違える,まちがえる,,动词,动2,,,,,他,弄错、搞错,1,1,"(間違える,まちがえる)"
2115,待つ,まつ,,动词,动1,,,,,他,等、等待,1,1,"(待つ,まつ)"
2116,松,まつ,,名词,,,,,,,松树,1,1,"(松,まつ)"
2117,真,まっ,,缀词(前),,,,,,,真~,1,1,"(真,まっ)"
2118,真っすぐ,まっすぐ,,副词,,,,,,,笔直、一直,1,1,"(真っすぐ,まっすぐ)"
2119,まったく,まったく,,副词,,,,,,,完全、简直,1,1,"(まったく,まったく)"
2120,マッチ,まっち,,名词,,,,,,,火柴,1,1,"(マッチ,まっち)"
2121,祭り,まつり,,名词,,,,,,,祭祀,1,1,"(祭り,まつり)"
2122,まとまる,まとまる,,动词,动1,,,,,自,统一、归纳,1,1,"(まとまる,まとまる)"
2123,まとめる,まとめる,,动词,动2,,,,,他,归纳、整理,1,1,"(まとめる,まとめる)"
2124,窓,まど,五十音,名词,,,,,,,窗户,1,1,"(窓,まど)"
2125,マナー,まなー,,名词,,,,,,,礼仪、礼仪,1,1,"(マナー,まなー)"
2126,学ぶ,まなぶ,Ｌ11,动词,动1,,,,,他,学习,1,1,"(学ぶ,まなぶ)"
2127,間に合う,まにあう,,动词,动1,,,,,自,来得及、赶得上,1,1,"(間に合う,まにあう)"
2128,招く,まねく,,动词,动1,,,,,他,模仿,1,1,"(招く,まねく)"
2129,マフラー,まふらー,,名词,,,,,,,围巾、围巾,1,1,"(マフラー,まふらー)"
2130,まま,まま,,名词,,,,,,,继续,1,1,"(まま,まま)"
2131,間もなく,まもなく,,副词,,,,,,,不久、一会儿,1,1,"(間もなく,まもなく)"
2132,豆,まめ,,名词,,,,,,,豆芽,1,1,"(豆,まめ)"
2133,守る,まもる,,动词,动1,,,,,他,保护、防守,1,1,"(守る,まもる)"
2134,迷う,まよう,,动词,动1,,,,,自,彷徨、迷茫,1,1,"(迷う,まよう)"
2135,マラソン,まらそん,,名词,,,,,,,马拉松,1,1,"(マラソン,まらそん)"
2136,丸い,まるい,Ｌ13-2,形容词,形1,,,,,,圆乎乎,1,1,"(丸い,まるい)"
2137,マルチメディア,まるちめでぃあ,,名词,,,,,,,多媒体,1,1,"(マルチメディア,まるちめでぃあ)"
2138,まるで,まるで,,副词,,,,,,,好像、简直,1,1,"(まるで,まるで)"
2139,回す,まわす,,动词,动1,,,,,他,摇动,1,1,"(回す,まわす)"
2140,回り,まわり,,名词,,,,,,,四周,1,1,"(回り,まわり)"
2141,回る,まわる,,动词,动1,,,,,他,转动、转动,1,1,"(回る,まわる)"
